person_income,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,loan_status
76500,18000,10.65,0.24,4,1
24000,8500,15.7,0.35,2,0
24000,2100,13.11,0.09,3,0
82570,18000,15.27,0.22,2,0
24000,6000,10.99,0.25,4,0
84000,18000,9.88,0.21,3,0
24000,2500,7.14,0.1,2,0
85000,18000,11.71,0.21,4,0
86000,18000,8.49,0.21,2,0
87000,18000,11.89,0.21,2,0
88000,18000,13.16,0.2,4,0
90000,18000,8.88,0.2,4,0
95000,18000,8.49,0.19,4,0
95000,18000,15.31,0.19,3,0
102000,18000,12.53,0.18,3,0
110000,18000,12.18,0.16,4,0
87550,18000,7.51,0.17,3,1
116004,18000,11.83,0.16,4,0
121000,18000,18.3,0.15,3,0
125000,18000,14.79,0.14,3,0
24000,5000,10.95,0.21,3,0
144500,18000,13.72,0.12,3,0
155000,18000,10.62,0.12,4,0
24000,5000,12.21,0.21,3,0
75000,17950,10.91,0.24,3,0
24000,7000,9.63,0.29,3,0
62050,17800,16.35,0.24,3,1
24000,1500,12.21,0.06,2,0
48000,17750,13.49,0.37,4,1
65000,17700,11.49,0.27,2,0
24000,8000,9.76,0.33,3,0
24000,8000,11.34,0.33,4,0
24000,3975,13.87,0.17,3,0
45000,17625,8.9,0.39,4,1
59256,17600,12.99,0.3,2,0
65500,17600,10.74,0.27,2,0
70000,17600,10.62,0.25,2,0
24000,5000,8.7,0.21,2,0
24091,3500,12.99,0.15,2,0
72250,17600,17.19,0.21,4,1
36000,17500,14.22,0.49,4,1
37232,17500,12.53,0.47,2,1
24300,4500,11.83,0.19,4,0
24396,4000,15.05,0.16,4,0
40800,17500,10.62,0.43,4,1
24449,1800,11.89,0.07,4,0
24468,5000,10.75,0.2,3,0
44000,17500,12.53,0.4,4,1
47500,17500,13.61,0.37,4,1
49176,17500,13.85,0.36,2,1
49270,17500,13.85,0.36,4,1
53352,17500,6.54,0.33,2,1
54996,17500,17.19,0.32,3,1
58000,17500,13.49,0.3,4,0
59000,17500,9.25,0.3,4,0
60000,17500,6.54,0.29,4,0
75000,17500,7.9,0.23,2,0
24900,5500,13.16,0.22,2,1
95950,17500,11.71,0.18,2,0
24960,2000,13.99,0.08,3,0
40000,17475,9.91,0.44,2,1
45408,17475,9.91,0.38,2,1
24996,5000,12.69,0.2,2,0
58000,17475,7.51,0.3,3,0
82000,17400,11.99,0.21,4,0
96000,17400,10.37,0.18,2,0
133000,17400,11.71,0.13,4,0
95000,17200,17.58,0.18,3,0
35000,17000,10.37,0.49,2,1
24996,7000,15.58,0.28,2,0
40000,17000,10.65,0.42,4,1
41400,17000,12.87,0.41,3,1
42000,17000,7.66,0.4,4,1
43275,17000,13.47,0.39,3,1
45792,17000,10.38,0.37,2,1
47000,17000,9.99,0.36,4,1
49896,17000,16.82,0.34,3,1
50000,17000,13.79,0.34,3,1
24996,8000,11.26,0.32,2,0
51000,17000,8.49,0.33,4,1
45000,17000,14.96,0.38,2,1
52000,17000,12.98,0.33,2,1
24996,6500,11.34,0.26,4,0
52000,17000,11.58,0.33,4,1
54660,17000,9.88,0.31,4,1
55782,17000,7.51,0.3,3,0
53000,17000,10.25,0.32,4,1
25000,2400,14.27,0.1,2,0
60000,17000,11.11,0.28,2,0
60000,17000,6.91,0.28,2,0
25000,4000,15.27,0.16,4,0
62000,17000,5.99,0.27,3,0
65000,17000,13.47,0.26,2,0
70000,17000,8.88,0.24,3,0
72000,17000,7.88,0.24,3,0
75000,17000,12.53,0.23,2,0
75000,17000,9.33,0.23,3,0
78000,17000,10.99,0.22,3,0
25000,3600,9.91,0.14,4,0
85500,17000,13.11,0.2,2,0
89004,17000,9.63,0.19,4,0
66300,17000,16.77,0.22,3,1
90000,17000,10.59,0.19,3,0
95000,17000,11.49,0.18,3,0
96000,17000,11.48,0.18,2,0
114000,17000,10.37,0.15,3,0
175000,17000,9.88,0.1,3,0
49000,16950,18.25,0.35,4,1
72000,16875,6.54,0.23,4,0
25000,7000,6.99,0.28,2,0
25000,7200,8.49,0.29,2,0
34819,16800,10.99,0.48,4,1
50000,16800,12.53,0.34,3,1
25000,1800,8.49,0.07,2,0
60000,16800,14.65,0.28,4,0
60000,16800,6.54,0.28,2,0
60000,16800,13.85,0.28,2,0
54000,16800,12.67,0.31,3,1
25000,3000,9.99,0.12,3,1
66000,16800,13.49,0.25,3,0
58650,16800,16.77,0.24,2,1
74000,16800,15.65,0.23,3,1
97000,16800,12.42,0.17,3,0
97000,16800,6.17,0.17,4,0
103000,16800,13.11,0.16,4,0
125000,16800,12.42,0.13,4,0
25000,2000,14.17,0.08,3,0
36000,16750,15.28,0.47,4,1
44500,16750,10.75,0.38,4,1
45000,16750,12.41,0.37,3,1
46272,16750,11.99,0.36,3,1
25000,4000,11.11,0.16,2,0
42000,16750,17.58,0.4,3,1
50496,16750,13.11,0.33,4,1
54000,16750,20.11,0.31,2,1
54996,16700,10.37,0.3,3,0
59160,16600,14.18,0.28,4,1
70000,16525,13.92,0.24,2,0
98400,16525,15.28,0.17,3,0
40428,16500,10.75,0.41,2,1
47000,16500,10.62,0.35,3,1
48000,16500,8.9,0.34,4,1
25000,1500,6.76,0.06,4,0
56000,16500,12.8,0.29,3,1
57504,16500,9.32,0.29,3,1
25000,9000,7.14,0.36,4,0
25000,3000,6.76,0.12,2,0
83300,16500,16.77,0.17,4,1
45000,16425,13.49,0.36,2,1
61000,16400,10.99,0.27,4,0
47000,16250,12.42,0.35,4,1
25000,1000,7.51,0.04,3,0
54000,16075,10.37,0.3,3,0
39000,16050,17.14,0.41,3,1
33000,16000,10.99,0.48,2,1
25000,6250,15.31,0.25,4,1
35000,16000,11.71,0.46,3,1
25000,4750,13.57,0.19,2,0
36900,16000,7.9,0.43,2,1
38000,16000,12.87,0.42,3,1
39000,16000,15.65,0.41,3,1
39996,16000,10.71,0.4,2,1
25000,6000,11.89,0.24,2,0
25000,4800,12.53,0.19,3,0
40000,16000,11.71,0.4,4,1
40000,16000,12.99,0.4,2,1
40000,16000,8.88,0.4,3,1
40000,16000,11.83,0.4,4,1
34000,16000,13.24,0.47,3,1
41900,16000,12.84,0.38,2,1
42494,16000,11.71,0.38,3,1
25000,5000,9.32,0.2,2,0
25000,11100,9.63,0.44,3,0
42856,16000,8.9,0.37,3,1
43000,16000,11.49,0.37,2,1
25000,1525,10.95,0.06,2,0
25000,7000,9.32,0.28,2,0
44000,16000,8.49,0.36,4,1
44000,16000,7.49,0.36,2,1
38400,16000,11.54,0.42,3,1
25000,10000,8.0,0.4,2,0
45000,16000,10.59,0.36,4,1
25000,8800,9.33,0.35,3,0
39000,16000,13.06,0.41,2,1
25040,5000,5.79,0.2,4,0
25062,4000,16.49,0.16,2,0
25100,10800,14.59,0.43,3,0
25104,5400,16.49,0.22,2,0
39000,16000,11.36,0.41,3,1
39000,16000,14.11,0.41,2,1
25200,7000,6.03,0.28,4,0
48000,16000,10.0,0.33,4,1
42000,16000,16.0,0.38,3,1
50000,16000,17.58,0.32,4,1
25200,3200,15.23,0.13,2,0
25200,1200,7.49,0.05,3,0
50000,16000,13.99,0.32,2,1
25200,1200,15.99,0.05,3,0
50000,16000,10.62,0.32,2,1
44000,16000,16.35,0.36,3,1
51000,16000,13.85,0.31,3,1
45000,16000,16.45,0.36,4,1
52000,16000,15.7,0.31,4,1
53000,16000,7.9,0.3,4,0
25200,4000,12.73,0.16,2,1
55000,16000,8.94,0.29,2,0
25200,6500,14.26,0.26,2,1
25200,7000,13.92,0.28,3,0
52000,16000,13.98,0.31,3,1
25200,1000,11.48,0.04,4,0
25200,1000,11.48,0.04,3,1
52500,16000,12.69,0.3,3,1
60000,16000,7.49,0.27,2,0
54000,16000,15.65,0.3,4,1
54000,16000,14.83,0.3,2,1
25344,4000,16.49,0.16,3,1
62000,16000,7.49,0.26,2,0
25480,5000,9.99,0.2,3,0
25500,7850,13.49,0.31,4,0
25500,7000,6.99,0.27,2,0
57175,16000,17.15,0.28,4,1
25500,5600,11.91,0.22,4,0
57336,16000,17.27,0.28,3,1
64000,16000,10.74,0.25,3,0
58575,16000,19.47,0.27,2,1
64800,16000,10.37,0.25,4,0
65000,16000,9.91,0.25,3,0
25632,1500,9.91,0.06,3,0
65000,16000,8.49,0.25,4,0
25788,3500,12.18,0.14,2,0
65000,16000,7.88,0.25,3,0
59000,16000,16.45,0.27,2,1
65000,16000,14.59,0.25,4,0
25920,11325,10.65,0.44,3,0
65000,16000,13.47,0.25,3,0
59000,16000,16.32,0.27,3,1
66000,16000,10.0,0.24,4,0
25992,3000,9.45,0.12,3,0
60996,16000,16.0,0.26,3,1
62500,16000,14.54,0.26,2,1
63000,16000,14.42,0.25,3,1
26000,3825,11.71,0.15,2,0
64000,16000,15.31,0.25,4,1
72000,16000,13.06,0.22,2,0
74000,16000,14.84,0.22,3,0
74337,16000,11.86,0.22,3,0
74999,16000,17.27,0.21,4,0
26000,7000,10.99,0.27,4,0
26000,7800,10.59,0.3,4,0
75000,16000,13.35,0.21,2,0
26000,5000,7.91,0.19,2,0
69000,16000,11.89,0.23,4,1
20000,1000,14.26,0.05,2,0
26000,10000,5.79,0.38,3,0
26000,2000,10.36,0.08,2,0
26000,4000,9.25,0.15,2,0
26000,6000,5.79,0.23,2,0
23712,1000,11.49,0.04,2,0
24000,1000,17.99,0.04,3,1
24000,1000,10.99,0.04,2,1
24000,1000,12.84,0.04,4,0
24960,1000,13.98,0.04,4,0
25000,1000,14.65,0.04,3,0
25000,1000,15.95,0.04,2,1
26000,8500,16.45,0.33,3,1
26000,7000,7.74,0.27,2,0
28000,1000,16.29,0.04,3,1
28000,1000,7.51,0.04,3,0
26000,2000,7.4,0.08,2,0
28000,1000,10.25,0.04,4,1
28000,1000,12.53,0.04,4,0
28600,1000,7.9,0.03,3,0
29000,1000,7.29,0.03,4,0
29000,1000,7.74,0.03,4,0
30000,1000,7.51,0.03,2,0
30000,1000,10.99,0.03,4,0
30000,1000,7.49,0.03,3,0
26000,7000,14.93,0.27,4,0
26000,500,10.46,0.02,4,0
30000,1000,9.63,0.03,3,0
26004,10000,9.91,0.38,2,0
26004,5000,5.42,0.19,4,0
30035,1000,12.87,0.03,2,0
26004,6000,11.99,0.23,2,0
26004,5000,7.49,0.19,2,0
33000,1000,7.29,0.03,4,0
33388,1000,10.99,0.03,2,0
26004,10000,11.14,0.38,3,0
33600,1000,10.36,0.03,2,0
33600,1000,11.86,0.03,2,0
34000,1000,7.37,0.03,4,0
34800,1000,11.99,0.03,4,0
34800,1000,13.98,0.03,3,0
35000,1000,11.99,0.03,3,0
29000,1000,11.28,0.03,3,1
35100,1000,13.49,0.03,4,0
35100,1000,13.98,0.03,2,0
26400,6000,8.9,0.23,4,0
36000,1000,10.99,0.03,2,0
36000,1000,9.88,0.03,3,0
36000,1000,8.59,0.03,4,0
26400,7500,8.9,0.28,3,0
36000,1000,7.68,0.03,4,0
31000,1000,14.96,0.03,3,1
32000,1000,19.03,0.03,4,1
38000,1000,15.27,0.03,3,0
32000,1000,13.06,0.03,3,1
38400,1000,14.22,0.03,3,0
33600,1000,15.57,0.03,2,1
39996,1000,7.49,0.03,3,0
40000,1000,7.9,0.03,4,0
40000,1000,6.03,0.03,2,0
40000,1000,10.99,0.03,3,0
26400,5975,12.99,0.23,4,0
40000,1000,10.62,0.03,4,0
40000,1000,6.76,0.03,4,0
34500,1000,16.45,0.03,2,1
40800,1000,6.91,0.02,2,0
42000,1000,9.62,0.02,3,0
42000,1000,13.16,0.02,2,0
43000,1000,7.51,0.02,3,0
26400,4000,10.74,0.15,3,0
45000,1000,7.49,0.02,3,0
45000,1000,7.4,0.02,3,0
45000,1000,14.26,0.02,2,0
40800,1000,15.57,0.02,2,1
48000,1000,7.29,0.02,2,0
42000,1000,15.58,0.02,4,1
49000,1000,7.66,0.02,3,0
50000,1000,13.49,0.02,3,0
26400,8500,13.23,0.32,3,0
26400,4400,11.49,0.17,4,0
50400,1000,5.42,0.02,3,0
51000,1000,7.14,0.02,2,0
54000,1000,11.71,0.02,3,0
56000,1000,11.49,0.02,2,0
58000,1000,11.26,0.02,3,0
64000,1000,10.75,0.02,3,0
26400,4000,7.51,0.15,4,0
69000,1000,7.29,0.01,3,0
70399,1000,8.59,0.01,2,0
72000,1000,7.88,0.01,3,0
26453,7200,11.71,0.27,4,1
75000,1000,13.23,0.01,3,0
87000,1000,13.99,0.01,4,0
26500,6000,14.46,0.23,4,1
96000,1000,10.36,0.01,3,0
26500,6000,8.0,0.23,3,0
14400,1100,11.99,0.08,4,0
35000,1100,6.76,0.03,2,0
77000,1150,10.95,0.01,2,0
9960,1200,7.29,0.12,4,0
26650,1000,12.53,0.04,2,0
11000,1200,6.91,0.11,3,0
26784,2000,6.99,0.07,3,1
13000,1200,11.89,0.09,2,0
14400,1200,10.37,0.08,2,0
26796,3000,8.32,0.11,3,0
14400,1200,7.29,0.08,4,0
14400,1200,7.14,0.08,3,0
15600,1200,14.91,0.08,4,1
16200,1200,7.49,0.07,3,0
16800,1200,10.38,0.07,2,0
18000,1200,11.89,0.07,4,0
27000,9600,13.49,0.36,2,0
20400,1200,18.25,0.06,4,1
27000,5000,10.65,0.19,4,0
27000,6400,7.9,0.24,2,0
20400,1200,7.9,0.06,2,0
21600,1200,5.99,0.06,2,0
27000,4800,11.99,0.18,2,0
27000,1000,15.99,0.04,3,1
26400,1200,14.35,0.05,4,1
27600,1200,13.06,0.04,2,0
28000,1200,12.69,0.04,3,0
27000,10800,10.74,0.4,3,0
30000,1200,9.62,0.04,3,0
27000,3000,5.79,0.11,3,0
27000,7750,10.37,0.29,3,0
30000,1200,10.14,0.04,4,0
31200,1200,12.21,0.04,4,0
31500,1200,8.88,0.04,2,0
32400,1200,13.11,0.04,2,0
27000,4000,9.62,0.15,2,0
27000,6000,6.54,0.22,4,0
33000,1200,8.32,0.04,2,0
34000,1200,12.69,0.04,4,1
34000,1200,9.91,0.04,3,0
34560,1200,19.29,0.03,4,1
29004,1200,15.7,0.04,4,1
27000,3025,15.95,0.11,2,0
36000,1200,13.99,0.03,4,0
36000,1200,11.49,0.03,2,0
36000,1200,10.37,0.03,3,0
40000,1200,15.58,0.03,4,0
34000,1200,14.61,0.04,4,1
40000,1200,8.0,0.03,4,0
43000,1200,8.49,0.03,2,0
43200,1200,9.91,0.03,4,0
27000,9475,8.94,0.35,3,0
44664,1200,12.68,0.03,3,0
39000,1200,15.95,0.03,2,1
48000,1200,12.68,0.03,4,0
27000,5000,12.18,0.19,4,0
55000,1200,11.58,0.02,4,0
58000,1200,15.23,0.02,4,0
58700,1200,11.71,0.02,4,0
27000,7500,10.39,0.28,2,0
60000,1200,7.66,0.02,3,0
100000,1200,8.59,0.01,2,0
9600,1300,12.73,0.14,2,1
41000,1300,7.9,0.03,4,0
45000,1300,13.61,0.03,4,0
50000,1300,6.99,0.03,3,0
54000,1300,14.27,0.02,2,1
27048,8000,15.05,0.3,2,1
64000,1300,13.49,0.02,3,1
89000,1300,10.59,0.01,4,0
24000,1325,13.49,0.06,2,1
26000,1325,12.87,0.05,4,1
44400,1325,10.0,0.03,4,1
27138,2750,9.63,0.1,2,0
51500,1325,14.79,0.03,3,0
23004,1350,9.99,0.06,2,0
42000,1350,5.42,0.03,2,0
69600,1350,12.68,0.02,3,0
10000,1400,10.83,0.14,4,0
27302,3725,12.69,0.14,2,0
14650,1400,15.62,0.1,3,1
27360,8000,7.29,0.29,3,0
27442,5175,10.99,0.19,4,0
27500,9000,7.49,0.33,4,0
30000,1400,15.62,0.05,4,1
30000,1400,13.11,0.05,2,0
33000,1400,14.27,0.04,4,0
40000,1400,7.74,0.04,3,0
40044,1400,11.86,0.03,4,0
27568,3500,14.42,0.13,4,1
35652,1400,11.49,0.04,4,1
45000,1400,10.59,0.03,4,0
27600,2000,14.27,0.07,2,0
27600,2500,11.71,0.09,3,0
27600,7000,7.9,0.25,4,0
42000,1400,10.0,0.03,4,1
27600,11500,6.03,0.42,4,1
27600,8400,7.51,0.3,3,0
27600,6000,15.62,0.22,2,1
10000,1450,7.51,0.14,4,0
30000,1450,15.58,0.05,4,1
47000,1450,10.74,0.03,4,0
27600,9800,7.29,0.36,4,0
55560,1450,14.27,0.03,3,0
101000,1475,5.79,0.01,3,0
27000,1500,16.29,0.06,4,1
27040,1500,12.73,0.06,2,0
27996,1500,11.89,0.05,3,0
28000,1500,14.17,0.05,4,0
27600,9600,8.59,0.35,3,0
27600,1200,13.92,0.04,3,0
28596,1500,11.46,0.05,4,0
28800,1500,7.74,0.05,3,0
30000,1500,7.51,0.05,3,0
30000,1500,7.29,0.05,3,0
30000,1500,14.22,0.05,4,0
30000,1500,16.82,0.05,3,1
30000,1500,14.61,0.05,3,1
30000,1500,13.92,0.05,2,0
31000,1500,8.94,0.05,3,0
27983,6000,7.88,0.21,3,0
31200,1500,11.12,0.05,2,0
31500,1500,10.99,0.05,4,0
32000,1500,7.49,0.05,4,0
27996,4800,15.99,0.17,2,0
32000,1500,7.29,0.05,3,0
32000,1500,13.92,0.05,4,0
32304,1500,9.91,0.05,3,1
33000,1500,11.48,0.05,4,0
27996,5000,5.79,0.18,2,0
27996,4200,14.72,0.15,4,0
27996,9250,10.75,0.33,2,0
27996,3250,15.21,0.12,2,1
27996,5500,10.38,0.2,2,0
33600,1500,19.41,0.04,4,0
33996,1500,6.99,0.04,4,0
34942,1500,10.99,0.04,4,0
35000,1500,5.79,0.04,2,0
35000,1500,10.0,0.04,4,0
35000,1500,8.88,0.04,3,0
27996,10000,9.63,0.36,4,0
29004,1500,14.59,0.05,2,1
36000,1500,15.23,0.04,2,0
36000,1500,10.0,0.04,3,0
36000,1500,10.37,0.04,4,0
30996,1500,15.99,0.05,2,1
38000,1500,13.22,0.04,2,0
28000,9600,6.03,0.34,3,0
28000,9500,15.62,0.34,2,1
28000,2500,5.99,0.09,2,0
38000,1500,8.32,0.04,3,0
28000,7000,9.99,0.25,4,0
39000,1500,15.62,0.04,3,0
33996,1500,16.82,0.04,4,1
40000,1500,13.99,0.04,2,0
28000,1000,12.99,0.04,4,0
28000,10000,10.99,0.36,3,0
34000,1500,8.94,0.04,2,1
40000,1500,12.18,0.04,4,0
40000,1500,11.78,0.04,2,0
34980,1500,12.23,0.04,4,1
28000,8400,10.99,0.3,2,0
42000,1500,5.79,0.04,3,0
36000,1500,13.16,0.04,4,1
42000,1500,10.71,0.04,2,0
42769,1500,7.49,0.04,3,0
28000,4000,6.92,0.14,4,0
44400,1500,11.63,0.03,2,0
28000,8500,6.17,0.3,2,0
39000,1500,8.49,0.04,3,1
28000,5225,14.84,0.19,2,1
45000,1500,7.51,0.03,4,0
45000,1500,10.25,0.03,3,0
48000,1500,10.36,0.03,3,0
42000,1500,14.61,0.04,3,1
42500,1500,17.19,0.04,4,1
48720,1500,14.35,0.03,2,0
50000,1500,14.26,0.03,2,0
50500,1500,11.89,0.03,3,0
51600,1500,12.61,0.03,2,0
51996,1500,13.85,0.03,4,0
28000,12200,12.53,0.44,4,0
28000,10750,11.14,0.38,2,0
52000,1500,11.99,0.03,3,0
54000,1500,14.17,0.03,2,0
28000,5000,8.0,0.18,2,0
28000,4000,15.37,0.14,3,0
54000,1500,9.62,0.03,3,0
28000,4000,7.68,0.14,2,0
54000,1500,13.98,0.03,4,0
28000,9000,10.83,0.32,3,1
55400,1500,12.84,0.03,4,0
51000,1500,15.58,0.03,4,1
57160,1500,11.36,0.03,3,0
57996,1500,10.75,0.03,4,0
58000,1500,5.42,0.03,2,0
60000,1500,13.57,0.03,2,0
63000,1500,12.42,0.02,4,0
63128,1500,7.49,0.02,4,0
71000,1500,6.99,0.02,3,0
69764,1500,14.42,0.02,4,1
28176,1000,9.63,0.04,4,0
10008,1600,10.36,0.16,2,1
28440,6000,9.99,0.21,3,0
12000,1600,10.59,0.13,2,1
14400,1600,18.25,0.11,3,1
15120,1600,7.51,0.11,3,0
15360,1600,12.69,0.1,2,0
28500,3500,14.59,0.12,3,0
22800,1600,13.06,0.07,2,0
20000,1675,7.74,0.08,3,0
28500,4800,12.87,0.17,3,0
28500,8500,7.68,0.3,4,0
24960,1675,11.11,0.07,3,0
28800,1675,15.21,0.06,2,1
46300,1675,6.54,0.04,3,0
60000,1675,6.54,0.03,4,0
28596,2000,7.29,0.07,4,0
17688,1700,11.11,0.1,3,0
18600,1700,9.99,0.09,3,0
28644,10000,10.75,0.35,2,0
45000,1700,14.72,0.04,2,0
28692,3000,10.75,0.1,2,0
9600,1750,8.94,0.18,2,1
28776,8000,8.9,0.28,4,0
28800,6000,8.9,0.21,3,0
9840,1750,9.99,0.18,4,1
28800,8875,8.9,0.31,3,0
10000,1750,14.72,0.17,3,1
10000,1750,15.05,0.17,3,1
28800,5150,6.62,0.18,2,0
10008,1750,7.49,0.17,3,1
17000,1750,10.95,0.1,3,0
22800,1750,15.7,0.08,2,1
96000,1750,6.54,0.02,2,0
22800,1775,6.99,0.08,4,0
40000,1775,6.54,0.04,3,0
45000,1775,12.72,0.04,2,0
28800,1400,8.9,0.05,3,1
14400,1800,6.92,0.13,3,0
28800,5000,11.99,0.17,3,0
28800,6075,8.49,0.21,2,0
28800,3500,9.99,0.12,4,0
18000,1800,6.62,0.1,3,0
18000,1800,13.8,0.1,3,0
18000,1800,12.18,0.1,3,1
28800,7500,8.49,0.26,2,0
28800,10000,7.49,0.35,2,0
21000,1800,10.65,0.09,2,0
28800,5000,7.49,0.17,3,0
28800,10000,16.49,0.35,4,0
22584,1800,8.49,0.08,2,0
28800,6000,7.49,0.21,2,0
24000,1800,11.26,0.07,2,0
25000,1800,12.69,0.07,3,1
28800,1000,5.42,0.03,3,0
28000,1800,12.53,0.06,3,0
45000,1800,16.49,0.04,4,0
45000,1800,12.61,0.04,4,0
28800,3000,11.11,0.1,4,0
28800,8400,9.63,0.29,3,0
45000,1800,14.11,0.04,2,0
28800,6000,10.74,0.21,2,0
45336,1800,15.21,0.04,3,0
48000,1800,11.49,0.04,4,0
48000,1800,13.35,0.04,2,0
50960,1800,16.02,0.04,2,0
28800,5500,13.23,0.19,2,0
57000,1800,14.27,0.03,3,0
58000,1800,12.18,0.03,2,0
71004,1800,11.12,0.03,4,0
73000,1800,11.41,0.02,3,0
75000,1800,9.25,0.02,2,0
75000,1800,8.94,0.02,4,0
14400,1825,15.62,0.13,2,1
19200,1825,12.68,0.1,2,0
28800,6250,10.25,0.22,2,0
35000,1850,7.12,0.05,2,0
13200,1875,6.99,0.14,3,0
14400,1875,13.49,0.13,2,0
26500,1900,7.29,0.07,3,1
32000,1900,13.49,0.06,2,0
30000,1925,12.18,0.06,2,0
42000,1925,6.17,0.05,4,0
16800,1950,10.37,0.12,2,0
28880,2000,8.59,0.07,3,0
31200,1950,13.11,0.06,4,0
28900,5500,12.98,0.19,2,0
10000,2000,10.25,0.2,2,1
28989,10000,8.0,0.34,2,0
12000,2000,7.74,0.17,4,1
12000,2000,11.89,0.17,4,1
29000,11500,7.9,0.4,4,0
14400,2000,10.65,0.14,4,0
14400,2000,17.49,0.14,4,1
29000,4200,11.99,0.14,3,0
14400,2000,10.37,0.14,2,0
14400,2000,5.79,0.14,2,0
14400,2000,6.92,0.14,4,0
29000,7200,8.49,0.25,4,0
14400,2000,15.58,0.14,4,1
15000,2000,7.88,0.13,4,0
15600,2000,7.9,0.13,2,0
15915,2000,15.05,0.13,4,1
15996,2000,13.48,0.13,4,0
17616,2000,10.37,0.11,2,0
18000,2000,7.51,0.11,4,1
18000,2000,14.79,0.11,3,0
18000,2000,5.42,0.11,3,0
18000,2000,13.3,0.11,2,1
19176,2000,14.22,0.1,2,0
19200,2000,13.49,0.1,4,0
19200,2000,10.59,0.1,4,0
19200,2000,6.17,0.1,4,0
19728,2000,7.49,0.1,2,0
20004,2000,8.59,0.1,3,1
29004,6000,11.99,0.21,2,0
29004,5000,9.25,0.17,4,0
29004,2500,6.91,0.09,3,0
21000,2000,14.22,0.1,3,0
29004,2000,13.16,0.07,3,0
21600,2000,11.71,0.09,2,1
21600,2000,16.89,0.09,2,1
22000,2000,13.99,0.09,2,0
22000,2000,7.29,0.09,3,0
22004,2000,10.39,0.09,3,0
23040,2000,13.11,0.09,2,0
23587,2000,11.89,0.08,4,1
24000,2000,12.69,0.08,2,1
24000,2000,16.59,0.08,2,0
24000,2000,18.39,0.08,3,1
29120,6400,8.94,0.22,4,0
24000,2000,12.61,0.08,3,0
29124,8875,15.68,0.3,3,1
24000,2000,10.38,0.08,4,0
24000,2000,14.35,0.08,2,0
24000,2000,13.11,0.08,4,0
29184,1800,5.42,0.06,4,0
29200,2500,6.76,0.09,2,0
29232,11000,11.71,0.38,4,1
24000,2000,11.14,0.08,4,0
29328,10000,7.74,0.34,3,0
24000,2000,14.61,0.08,2,1
24000,2000,16.0,0.08,2,1
24432,2000,11.36,0.08,4,0
24702,2000,13.23,0.08,4,0
25000,2000,6.62,0.08,4,0
25000,2000,9.91,0.08,4,0
25200,2000,14.96,0.08,4,1
25500,2000,13.47,0.08,2,0
29553,6000,7.49,0.2,4,0
26000,2000,12.99,0.08,4,0
29664,5000,13.57,0.17,4,1
29666,3000,9.32,0.1,3,0
26496,2000,13.61,0.08,4,0
27600,2000,13.99,0.07,3,1
28800,2000,8.49,0.07,2,0
30000,2000,11.71,0.07,2,1
30000,2000,12.42,0.07,2,0
30000,2000,13.43,0.07,4,0
29952,4750,14.46,0.16,4,1
30000,2000,7.66,0.07,3,0
29996,5400,12.84,0.18,4,0
82000,15000,18.25,0.18,2,1
70550,15000,16.77,0.18,2,1
95000,15000,12.42,0.16,2,0
95000,15000,9.88,0.16,4,0
95000,15000,15.05,0.16,2,0
30000,5000,6.03,0.17,3,0
30000,6500,14.27,0.22,3,0
30000,8000,13.49,0.27,2,0
83600,15000,8.49,0.18,2,1
96000,15000,8.88,0.16,2,0
84000,15000,16.0,0.18,3,1
96000,15000,11.58,0.16,4,0
97440,15000,7.49,0.15,4,0
99000,15000,6.99,0.15,4,0
100000,15000,13.49,0.15,4,0
30000,7125,7.51,0.24,4,1
100000,15000,7.49,0.15,2,0
100000,15000,6.99,0.15,2,0
88000,15000,9.99,0.17,4,1
30000,3600,12.42,0.12,4,0
100000,15000,14.26,0.15,2,0
100000,15000,11.89,0.15,2,0
100896,15000,14.42,0.15,2,0
102000,15000,14.22,0.15,4,0
30000,5000,6.62,0.17,2,0
105000,15000,10.95,0.14,3,0
105504,15000,15.95,0.14,3,0
30000,2400,11.71,0.08,3,0
108820,15000,9.63,0.14,3,0
109000,15000,10.65,0.14,3,0
110000,15000,12.18,0.14,2,0
98000,15000,14.93,0.15,2,1
111000,15000,10.62,0.14,3,0
118300,15000,12.68,0.13,4,0
120000,15000,7.51,0.13,2,0
122000,15000,11.58,0.12,3,0
30000,4600,7.9,0.15,3,0
30000,8000,10.65,0.27,4,0
125000,15000,12.99,0.12,4,0
118000,15000,17.58,0.13,4,1
123000,15000,15.37,0.12,4,1
140000,15000,14.17,0.11,3,0
30000,10000,13.49,0.33,2,1
30000,3800,18.64,0.13,2,1
156000,15000,12.42,0.1,4,0
148000,15000,16.82,0.1,3,1
200004,15000,10.59,0.07,4,0
210000,15000,12.99,0.07,4,0
30000,6500,6.62,0.22,3,0
165000,14950,6.62,0.09,3,0
33996,14900,15.37,0.44,2,1
55000,14900,11.83,0.27,3,0
58900,14900,13.57,0.25,3,0
30000,7600,6.03,0.25,4,0
31500,14850,8.9,0.47,4,1
30000,1000,6.62,0.03,3,1
30000,4375,6.62,0.15,2,0
30000,1400,6.03,0.05,4,0
30000,2000,10.38,0.07,2,0
30000,2000,11.49,0.07,3,0
30000,2000,14.22,0.07,4,0
30000,2000,8.07,0.07,4,0
30972,2000,16.29,0.06,2,1
31200,2000,14.65,0.06,2,0
